0.09997380405053208, 1.3275473311506524e-9
0.12110389712254417, 8.253512482593372e-10
0.14954049472969094, 4.954172574707192e-10
0.19828466871643255, 2.493768947075148e-10
0.26005177463005547, 1.2774984359810575e-10
0.33643131605598653, 7.538964691326628e-11
0.4234798684383447, 4.6074918565415506e-11
0.5060340438791812, 3.5421741899163416e-11
0.6840413404845698, 2.4101997184255572e-11
1.063407030206914, 1.6435019311683145e-11
1.751059057270287, 9.908904044552189e-12
3.1133388317007755, 5.572171544698683e-12
6.0097620246488885, 2.9228290480012023e-12
10.03264692510264, 1.8261442505588503e-12
