3.936866744902251, 2.4452877932060856e-11
3.0548971181581384, 3.4773426312372377e-11
2.3504396428912306, 4.7650604055996894e-11
1.8500476240934691, 6.651776151963551e-11
1.5996142872373817, 9.115039422317926e-11
1.309260591449542, 2.875759181786984e-10
1.5738986091895812, 7.679127372555531e-10
1.893002760485688, 1.1760411963683212e-9
2.4518928779213414, 1.6416922594593937e-9
3.0971211415025897, 1.2902206363351718e-9
3.78078312703766, 1.0139959428043608e-9
6.714121746859753, 2.050554078985442e-9
9.698042729972784, 1.1332505949540032e-9
